SRR11784031	SRR11784026	SRR11784028	SRR11784030	SRR11784027	SRR11784029	SRR11784032
5873	1	7	1	10	9	7	2
27440	4	6	8	5	9	3	13
7353	44	44	29	67	38	44	27
4040	7	14	33	54	23	35	40
2984	109	181	145	120	115	160	46
6343	7	10	13	16	13	10	23
8518	3	16	7	20	26	17	8
4925	0	7	7	14	5	11	9
5217	8	29	17	14	20	16	10
5774	5	16	28	64	13	18	21
6710	270	399	356	452	420	312	468
27071	0	2	1	1	0	0	0
23293	57	260	124	134	123	93	49
10640	1	12	13	22	21	14	13
8218	2	5	1	5	4	6	3
27006	0	4	7	4	4	2	14
10272	11	35	18	30	31	11	49
9993	6	9	16	43	13	22	24
55658	4	10	4	16	8	15	11
4335	13	21	20	44	33	24	36
79364	13	29	18	66	27	18	39
23210	4	32	2	10	12	6	7
5423	1	2	2	0	2	1	0
22844	0	1	0	2	2	2	0
3340	21	20	29	45	36	29	55
440	0	0	0	2	2	0	0
1258	0	1	0	0	0	0	0
10610	1	0	2	10	4	3	6
1103	0	1	0	1	0	0	0
26986	33	72	81	216	95	101	125
10420	4	32	21	16	23	24	5
1459	21	51	23	54	21	29	18
11099	54	77	74	131	75	126	48
8891	1	3	1	1	1	1	2
815	1	8	1	4	7	7	1
6949	23	48	41	59	47	22	27
998	1	6	9	19	8	3	20
26031	13	8	22	44	10	18	37
6559	37	139	203	234	142	291	290
490	74	109	127	70	64	106	38
8440	12	21	10	24	15	18	32
9448	11	42	27	63	11	35	69
11320	5	13	25	52	26	21	21
6160	80	153	146	148	154	175	82
9948	12	49	38	77	56	53	42
23161	1	10	11	34	18	13	8
54860	0	0	0	0	0	0	0
6196	12	42	18	40	25	11	37
54556	0	0	2	1	1	2	1
22846	53	120	91	125	74	66	60
29995	8	28	24	36	16	22	16
114049	3	1	5	9	3	4	7
6400	6	8	17	33	23	28	17
9319	0	0	0	0	0	1	0
537	6	11	9	15	18	14	18
6929	12	14	8	55	21	14	44
28951	4	12	19	43	9	3	26
26528	17	31	31	64	28	29	99
53615	8	7	6	29	16	15	37
51052	0	0	0	0	0	0	0
6596	9	25	11	17	23	16	3
9130	13	14	16	31	6	13	27
60343	17	27	6	34	18	17	32
29894	28	78	35	69	56	41	52
79901	1	8	4	18	21	4	4
28513	0	0	0	0	0	0	0
5134	20	112	65	43	83	51	24
55117	0	0	0	0	4	0	0
51109	9	15	22	55	18	28	11
5566	11	23	30	42	19	16	57
22859	106	208	137	251	131	128	178
6694	0	0	0	0	0	0	0
87	13	78	32	53	56	20	31
23503	10	13	27	50	18	40	20
27330	1	3	7	8	4	5	5
22905	31	49	59	61	57	48	30
26469	26	47	66	121	49	58	61
55679	10	18	33	62	30	16	21
55515	0	4	0	1	3	3	0
10290	4	44	6	25	27	12	30
224	43	174	175	129	174	207	72
7037	3	6	16	22	28	15	6
6720	80	141	84	77	53	69	87
7224	15	92	55	23	87	45	16
27125	44	110	121	178	97	157	70
7321	0	3	1	9	1	3	7
64398	119	302	340	173	271	289	100
9886	3	22	8	25	23	24	18
8243	19	60	45	80	48	55	45
3028	3	13	14	19	7	18	23
3161	1	0	1	1	5	0	0
55743	7	25	8	37	12	11	32
29953	52	103	80	91	48	74	221
8974	0	8	15	12	11	24	15
2213	0	3	0	1	2	2	0
4775	156	132	223	198	152	186	91
37	82	232	198	234	145	187	215
6793	7	27	12	24	21	18	23
23291	7	2	1	22	15	5	15
1400	824	931	796	1137	650	891	663
2121	12	54	68	181	80	79	123
51009	2	12	6	6	18	10	10
54847	6	39	13	16	7	16	16
54820	303	1746	122	76	511	191	234
5817	6	32	23	46	27	24	27
7515	6	15	12	19	4	15	9
949	2	25	11	17	17	9	11
4171	1	5	0	1	2	4	1
3993	30	48	38	138	40	45	110
5151	5	30	35	43	39	56	117
1183	1	2	0	2	1	4	5
54475	1	0	3	4	1	4	2
6389	2	4	0	12	9	4	7
6605	1	8	12	17	6	14	2
54752	7	17	3	4	11	8	0
4185	1	39	2	8	4	3	8
5523	25	82	58	103	77	51	43
8647	0	0	0	0	0	0	0
10170	0	5	0	0	3	0	0
922	0	0	0	0	0	0	0
5743	1	0	0	8	2	1	1
10644	2	8	11	30	2	12	8
9175	84	202	164	144	122	162	60
6480	14	37	41	79	44	34	39
30009	0	0	0	1	0	0	0
10129	13	23	25	62	28	17	54
8301	10	49	62	72	57	52	79
4905	7	9	0	6	2	11	4
2736	2	15	3	2	2	5	2
23332	9	21	29	68	29	23	31
65993	8	28	12	14	19	20	18
4854	23	42	42	157	104	40	137
1207	18	78	73	42	46	49	10
8726	0	6	3	10	0	2	4
6620	0	0	0	0	0	0	0
7251	2	5	12	5	9	14	18
489	6	19	15	18	12	12	11
771	341	209	301	557	294	385	395
11343	20	44	58	155	37	33	48
617	66	73	36	56	53	31	56
9891	3	4	3	13	3	9	5
54878	1	8	15	18	13	4	7
9187	48	151	135	120	118	110	80
55205	9	34	41	78	44	39	32
8578	3	3	9	30	17	14	9
3998	4	16	18	40	28	26	17
51495	7	26	28	60	20	30	19
23140	11	41	31	74	34	35	32
50508	1	1	1	0	0	0	0
2023	27	30	74	78	93	69	84
6557	119	191	487	952	515	353	598
55160	19	41	41	90	48	51	85
7294	2	0	0	0	0	0	1
3785	0	0	0	0	0	0	0
6865	6	14	4	30	10	6	4
64431	19	35	20	24	24	26	28
54962	0	0	5	4	3	6	1
6717	24	45	40	19	51	37	10
8672	13	28	44	89	31	42	32
79023	0	5	5	3	1	8	2
10371	0	0	0	0	2	0	0
51512	0	1	2	0	2	0	0
10512	1	10	1	7	0	10	3
38	44	126	66	57	119	97	38
9620	61	139	112	247	90	147	164
7479	5	29	16	12	6	4	3
27332	13	66	74	118	44	75	45
55972	0	3	8	4	9	4	0
119	0	0	0	0	1	0	0
9462	15	24	28	30	51	19	28
7587	1	28	13	30	8	25	15
4140	6	62	43	90	44	28	81
5250	16	37	38	39	55	28	32
64778	9	34	34	63	45	38	48
2355	26	58	62	178	45	89	163
27091	0	0	0	0	1	0	0
27092	0	2	1	3	0	5	1
285527	5	15	14	32	25	24	21
23505	5	33	33	98	32	38	87
6624	5	17	10	20	23	11	9
60	119	332	244	326	453	338	416
55034	0	0	0	0	0	0	0
5337	0	6	11	10	3	23	4
479	0	3	0	2	1	4	0
284403	5	10	9	3	4	10	2
1739	6	17	39	70	16	40	63
7879	8	20	42	32	33	38	27
55973	0	0	0	1	0	0	2
25956	7	8	5	13	10	6	10
9733	26	46	32	44	30	47	39
55843	1	3	1	0	2	2	0
5076	82	105	127	509	91	139	385
23016	21	15	20	35	24	14	11
22920	2	4	5	4	8	5	0
23609	320	615	346	389	429	407	312
4175	2	1	4	2	0	1	0
25996	1	7	1	15	2	1	0
10179	38	53	30	37	25	36	40
7374	3	6	4	10	16	5	11
2329	1	1	8	5	7	9	2
27252	5	12	10	6	5	8	2
8786	6	34	11	28	14	18	11
5362	13	18	24	34	26	22	50
10615	9	32	11	31	18	46	13
7163	1	13	10	13	7	8	13
32	14	31	87	117	55	63	127
9618	16	31	24	46	41	33	14
55094	5	15	8	24	6	9	4
3385	8	28	20	12	18	9	16
22978	59	189	256	193	135	285	108
4162	7	20	16	25	32	13	19
2239	2	13	11	21	20	13	18
55796	125	243	282	166	231	274	64
5909	68	141	100	218	84	74	172
56949	4	6	14	16	9	26	29
9138	8	19	28	68	34	29	65
6813	2	5	9	14	2	5	8
5609	26	93	89	145	58	105	79
27231	0	3	1	1	4	1	0
8527	19	32	33	53	23	24	29
51412	2	2	0	0	0	0	0
5915	19	44	35	30	50	20	19
7155	7	54	55	96	58	42	38
56889	5	8	18	44	42	28	42
4791	4	28	8	16	13	8	13
4660	8	46	24	61	55	38	21
54431	0	8	8	19	15	9	6
2975	15	57	31	68	54	40	57
3566	3	11	8	21	17	10	27
23032	1	20	11	20	19	9	17
5063	0	1	0	2	0	0	1
827	1	7	1	12	3	1	5
1641	0	1	0	0	3	0	0
6626	3	10	7	9	13	15	7
9576	0	0	0	0	0	0	0
56915	7	25	8	22	12	8	12
1781	6	29	21	21	26	13	14
54518	0	7	3	1	2	2	3
51548	0	0	1	11	6	3	3
7299	8	10	9	11	8	12	3
10714	0	6	7	10	3	12	2
88	2	3	0	0	1	2	0
832	7	30	21	81	29	30	59
7107	14	33	24	24	21	19	42
10003	13	72	22	25	41	21	4
79960	27	43	35	56	51	54	53
7319	87	190	103	55	87	116	43
2260	18	47	23	52	39	20	60
8468	0	0	0	0	0	1	0
2192	7	21	12	25	38	9	9
8516	5	4	6	28	20	12	20
8530	5	8	5	0	12	5	5
4133	1	9	1	7	5	5	3
9063	11	21	41	29	23	29	19
273	2	11	1	12	2	1	6
369	11	14	13	31	22	16	18
56922	3	18	18	34	26	20	23
27074	0	0	2	0	0	0	0
2191	0	1	1	0	0	0	0
10529	11	12	25	42	29	39	63
5289	1	5	13	31	12	15	19
7289	6	5	8	18	13	11	11
8871	11	8	13	30	12	19	12
108	0	9	0	2	0	1	1
5527	3	15	34	59	23	32	14
2782	28	51	63	112	59	45	170
3205	17	18	6	15	16	10	9
1906	1	3	5	4	0	3	0
8028	30	67	65	64	33	38	28
55063	45	61	29	42	49	38	45
117	0	0	0	0	0	0	0
26281	0	0	0	0	0	0	0
27334	0	0	0	0	1	0	0
9452	0	4	4	6	0	0	1
4898	73	144	121	140	121	108	64
7419	2	2	7	11	9	0	4
5108	18	49	74	109	71	48	45
9139	11	10	23	30	14	13	18
1620	4	2	3	19	6	3	10
83737	4	16	16	28	24	18	16
51150	10	26	30	42	31	24	67
7161	16	47	20	34	14	25	26
54472	3	15	20	39	23	21	40
51619	55	123	104	79	63	93	42
27098	2	59	12	19	18	32	2
862	10	19	7	27	6	5	13
1015	1	8	13	10	4	6	1
9984	17	54	28	33	44	36	15
6507	0	6	6	14	10	6	0
7520	0	23	9	29	20	15	23
56925	60	129	53	19	83	62	16
11262	10	34	17	29	16	14	16
8569	5	9	12	12	6	5	7
7145	130	335	401	570	445	518	601
8556	8	24	18	18	9	21	6
10411	46	100	119	183	98	104	145
634	28	64	91	92	57	65	19
51207	0	0	0	0	0	0	0
23152	27	58	68	162	57	48	241
3991	27	72	32	66	57	33	37
5050	0	3	1	2	3	0	12
173	0	13	30	17	2	40	10
3835	15	18	15	17	21	19	11
10590	0	10	8	5	5	15	0
5236	15	23	12	28	8	19	29
1653	3	23	51	35	21	32	20
1785	95	121	150	216	170	156	203
2037	17	57	65	144	51	64	45
22999	0	0	2	0	0	0	0
26002	3	0	6	26	8	4	2
9817	4	9	9	21	7	11	18
55510	0	11	0	4	7	2	0
5794	0	0	0	0	0	1	0
1638	1	3	2	1	1	0	4
51006	2	4	11	25	3	5	11
6344	275	390	415	217	128	376	270
5991	5	6	5	17	11	15	6
55183	41	34	62	73	55	70	28
23011	2	18	21	46	33	13	15
8671	20	72	99	75	66	114	60
6595	63	72	83	182	88	109	102
50700	476	10	144	797	321	77	407
27244	83	96	101	68	123	95	38
11043	7	2	10	7	6	11	1
50509	4	3	7	28	6	1	13
10847	12	6	5	37	9	15	38
9933	2	6	6	15	17	21	7
1361	16	29	17	31	26	39	9
1136	1	5	0	0	4	0	0
3781	0	2	1	0	2	1	0
4850	4	11	13	36	8	16	8
5663	6	9	24	35	24	19	17
1371	0	3	0	10	0	0	9
56650	1	1	0	9	6	4	2
5891	7	20	23	38	20	10	22
3320	54	189	64	348	145	146	262
22839	51	66	59	92	78	67	73
3080	0	0	0	0	0	0	0
10403	0	1	0	0	1	0	0
23431	4	3	2	5	1	1	0
54665	3	7	15	15	4	8	7
2920	0	1	0	1	0	3	1
174	0	0	0	0	1	1	0
1286	50	102	115	179	113	80	132
6932	222	447	249	363	309	318	197
28962	7	1	6	5	7	1	5
1005	0	0	0	0	0	0	0
50939	0	0	1	1	0	0	0
57092	4	7	7	14	6	6	9
384	240	396	354	308	296	415	160
4208	27	49	21	39	28	29	34
5788	1	7	5	15	10	3	0
779	0	0	0	0	0	0	0
5317	0	1	0	2	0	0	0
9262	0	0	5	4	3	10	10
8555	91	233	147	143	185	214	83
22869	33	61	14	29	26	34	15
4036	27	239	478	459	369	482	219
65094	147	175	154	153	108	78	178
11266	4	4	2	2	2	1	3
65985	2	2	6	32	13	11	7
9812	2	19	12	38	12	17	13
6561	0	9	28	24	18	32	12
93664	2	7	17	31	11	12	37
5205	179	490	214	230	262	249	118
3595	29	29	31	41	33	42	28
6604	55	162	104	92	70	70	77
55100	0	7	13	10	10	10	9
2533	2	6	7	18	7	6	2
9689	3	12	5	7	10	5	4
5241	7	20	17	26	18	12	17
114899	1	5	0	6	2	5	1
4200	2	2	4	12	6	2	8
905	11	15	11	22	15	14	19
1310	2	10	4	7	14	7	2
23136	16	57	64	72	44	77	83
22837	88	186	203	393	197	330	190
1741	4	6	7	31	10	7	12
3776	0	3	0	0	0	0	1
7188	1	12	3	4	2	8	8
29093	0	0	4	2	2	8	3
4986	0	0	1	0	0	0	0
4779	59	110	124	201	173	158	168
2932	7	18	23	50	32	34	49
3693	21	19	32	61	42	31	92
23085	19	30	50	82	50	47	38
7514	83	206	178	178	161	165	118
11342	20	48	28	22	26	20	17
79728	0	5	4	8	2	3	2
23033	118	297	140	152	161	152	55
57226	100	204	145	147	193	148	86
594	0	2	4	5	10	6	6
79670	37	88	70	69	88	87	33
9706	1	3	7	14	6	3	4
79977	7	10	13	31	11	6	16
3842	2	13	30	43	17	30	23
5351	2	11	17	18	21	14	8
5026	0	0	0	0	1	0	0
3682	0	1	1	1	3	1	1
22894	13	41	23	11	30	28	12
81550	11	30	16	26	17	22	12
26747	0	7	8	8	1	2	2
5019	2	11	12	31	18	10	20
10325	1	6	6	11	1	6	1
1833	0	2	0	0	0	0	0
1540	1	23	4	18	15	9	2
10998	76	136	83	109	83	99	93
25799	9	57	33	43	31	28	39
79891	64	83	83	79	65	79	32
54807	241	301	319	304	177	218	186
55663	56	100	63	69	34	52	74
6193	7	17	17	28	32	12	27
91746	6	40	37	86	20	51	55
25978	3	2	6	8	7	3	0
10450	3	5	15	10	6	11	5
10269	1	6	9	14	3	11	7
56910	8	31	34	72	26	39	51
5978	28	45	27	83	42	50	37
3034	0	3	0	0	0	0	0
54434	7	24	18	47	22	28	11
2950	3	11	20	23	31	12	26
334	48	96	108	198	138	133	230
57613	2	1	4	0	3	3	5
6579	0	1	2	5	0	2	0
51729	5	25	21	29	13	21	13
1307	12	76	27	42	63	10	18
200081	18	80	54	75	42	46	33
338	4	18	17	17	11	30	5
8648	12	47	46	66	36	23	63
60509	248	394	307	348	403	284	210
3797	2	3	3	7	5	4	5
2646	0	0	0	0	0	0	0
3030	13	61	49	50	42	33	40
22924	40	24	26	38	14	38	29
790	2	4	12	14	13	8	8
966	8	13	35	132	40	26	42
3732	6	11	1	6	5	4	8
63035	14	3	7	39	12	13	15
546	9	81	66	184	62	65	108
2219	0	2	0	1	0	3	3
55892	23	45	25	29	52	29	9
9522	4	16	12	25	19	14	8
5550	1	6	1	5	1	8	3
81929	14	23	14	21	15	16	18
22911	0	0	1	4	4	4	4
5016	0	0	0	0	1	0	1
29957	3	4	5	7	7	5	4
4216	0	11	7	21	8	9	9
29992	0	4	2	9	5	1	3
5243	4	11	14	12	20	24	12
231	6	2	2	18	7	0	6
8895	1	9	10	13	13	16	0
54700	2	4	3	6	2	3	5
2017	19	36	50	66	49	68	58
7481	0	1	1	4	0	2	3
4528	3	13	12	20	19	17	9
23259	71	143	72	128	92	78	38
2060	7	31	22	53	22	33	19
4258	22	36	28	27	24	29	21
10523	56	110	73	109	55	88	133
55624	206	329	448	373	296	307	234
8438	24	50	26	31	41	36	30
23139	27	87	28	82	38	34	25
3301	4	24	21	26	19	30	19
51510	2	6	9	5	7	8	2
4799	8	21	32	43	25	26	15
27292	158	369	194	162	195	219	82
27102	77	81	75	92	105	80	63
51314	0	0	0	0	0	0	0
29887	45	59	34	59	40	56	37
22929	3	13	6	19	13	9	16
10573	4	3	18	15	12	7	27
3049	0	0	0	1	1	0	0
80271	2	6	10	11	9	4	23
4680	0	0	0	0	0	0	0
2196	23	201	104	123	113	80	56
55696	4	2	7	10	7	9	5
10959	15	32	26	32	40	45	22
56605	118	484	503	367	379	1185	92
3294	5	7	22	53	17	14	10
5475	0	0	0	0	0	1	0
7462	14	22	10	27	24	12	8
10075	46	105	164	312	171	151	287
9183	0	0	2	4	3	2	3
79796	1	0	3	4	0	3	0
4606	1	0	0	0	2	1	0
50507	0	8	8	17	20	13	13
8310	0	9	4	9	4	4	10
8898	153	335	228	221	223	247	73
23645	10	20	8	27	11	27	28
51171	4	25	10	12	14	6	11
7205	1	27	11	42	13	25	23
43	3	4	4	8	6	7	5
2512	32	129	198	345	218	191	275
581	7	12	10	25	7	16	13
51701	11	15	17	19	16	19	16
9509	3	13	9	4	4	3	5
9489	1	6	3	20	3	10	14
5705	12	38	43	37	37	37	34
51720	4	4	11	22	15	8	18
1071	6	17	6	39	9	12	4
4313	1	43	10	16	17	12	2
2775	15	9	13	42	11	7	11
55239	74	185	114	149	170	152	101
6452	14	25	32	65	55	29	89
118	35	46	91	124	105	88	114
79944	0	5	3	4	3	9	3
22795	57	115	76	78	98	85	28
10992	29	49	44	69	71	45	64
2778	95	164	134	297	206	152	561
10059	212	488	370	287	343	385	125
5744	17	114	17	24	13	71	37
51290	9	26	13	23	14	16	16
7022	2	0	0	2	0	3	1
6790	3	5	1	4	9	0	0
8544	0	0	0	2	1	1	1
5990	2	5	6	12	2	10	7
6820	0	0	3	6	3	0	0
29929	4	10	6	0	14	16	9
4849	46	102	86	142	82	98	68
51206	2	14	31	12	31	22	12
5775	2	11	15	22	15	20	17
8886	2	17	22	15	9	7	13
8570	10	38	20	82	45	41	130
2767	20	26	48	69	57	52	79
55741	1	2	0	1	9	1	1
1789	3	4	2	8	1	7	0
28954	2	4	1	0	3	0	0
22974	0	1	0	0	0	0	0
2036	12	39	69	82	52	73	88
6564	1	1	0	3	0	0	2
23348	3	22	9	26	18	9	19
55608	4	23	15	22	13	14	20
23483	2	1	0	0	2	1	0
1795	16	22	27	45	21	20	28
57017	1	8	19	18	14	14	19
55287	0	0	0	0	0	0	0
79822	2	10	5	7	5	7	7
23368	98	266	141	159	238	169	87
8455	8	23	18	62	41	31	25
54498	2	5	0	1	4	1	0
6614	0	2	5	6	2	0	0
2280	127	199	260	206	175	218	79
55968	2	6	11	13	9	7	11
79175	0	7	6	2	3	4	3
8655	25	40	40	43	50	49	32
54997	0	1	0	5	1	0	1
27131	3	8	28	20	20	15	13
6128	12	64	39	56	52	53	36
5027	8	4	5	2	7	5	0
51575	2	9	13	32	9	13	3
10741	1	6	8	11	9	4	4
51433	4	16	20	48	21	19	22
9962	2	5	8	20	14	2	11
80024	26	60	44	66	56	59	38
64211	3	0	0	0	2	4	0
55617	0	2	1	4	5	4	0
4938	1	2	5	19	3	3	1
10985	5	27	16	45	42	28	26
6175	4	28	29	43	45	30	43
5829	65	164	147	198	95	128	149
23409	6	11	7	7	4	11	12
22895	0	0	0	0	0	1	0
1114	0	1	22	14	2	3	3
5037	34	54	99	99	105	122	76
6910	0	0	0	0	0	0	0
8315	39	68	65	59	68	67	29
10961	20	37	34	36	54	36	14
4842	0	11	9	26	4	9	18
2521	9	35	57	90	48	32	46
3476	4	7	8	20	5	12	6
53827	2	6	3	14	5	0	5
55900	2	25	16	22	16	17	7
5349	0	0	0	2	4	1	3
9843	0	6	0	6	4	4	0
23415	3	7	3	10	1	1	3
23193	4	14	27	41	38	31	49
51291	2	3	3	3	4	2	7
332	0	0	0	2	0	0	0
3902	1	5	0	0	3	0	5
8079	46	59	30	83	38	43	69
78990	5	45	10	18	25	11	9
7597	96	134	62	101	68	64	187
25977	2	7	2	11	3	1	5
393	4	11	9	33	14	9	26
55760	90	145	123	63	75	80	53
23186	4	6	10	13	5	8	25
8425	17	80	37	58	116	27	65
645	2	6	13	11	4	6	13
6548	1	7	9	17	7	7	19
10558	1	10	10	19	13	9	2
10914	6	22	32	37	29	25	31
8812	45	88	72	87	83	76	55
57060	2	8	9	9	3	7	2
5996	0	25	5	3	14	6	2
51650	8	1	6	9	7	12	10
4708	165	219	238	205	262	284	90
10726	24	15	26	38	29	29	59
10296	7	25	26	47	19	24	47
3383	12	10	37	15	17	44	11
29888	15	27	29	76	38	24	66
11213	0	2	6	5	5	3	3
4069	0	5	0	0	1	3	0
6476	0	0	0	0	0	0	0
7023	1	5	3	16	6	6	10
51324	3	14	4	26	11	5	23
26998	9	22	16	15	70	151	81
55214	4	16	28	27	15	16	46
7066	23	82	38	22	25	26	23
8646	1	12	9	14	8	1	15
2323	0	0	0	2	0	0	2
9727	56	136	190	256	169	199	306
2802	28	53	45	81	83	45	76
8761	5	21	18	41	27	19	84
30835	0	0	1	0	0	0	0
57192	1	5	4	8	2	2	14
84196	4	13	3	21	13	21	15
1947	10	27	10	22	24	7	46
55066	52	933	794	1208	181	725	110
16	15	26	22	47	28	28	18
2734	40	107	89	153	111	155	89
24137	1	1	3	1	2	1	1
10683	0	0	0	0	0	0	1
55763	27	40	33	35	20	39	12
5459	0	0	0	1	0	0	0
114882	5	15	18	44	24	27	17
113878	4	5	5	6	4	5	8
54517	0	0	6	5	1	2	0
22798	5	7	1	12	2	4	1
4897	0	6	5	17	4	15	3
3912	262	639	463	491	457	527	245
5172	0	2	0	5	2	3	2
1811	0	1	0	3	3	4	1
1738	243	301	189	150	237	215	128
23335	4	20	20	14	4	9	7
9352	19	54	28	28	36	25	19
3568	5	5	9	10	8	7	0
368	12	44	37	53	76	49	38
54918	4	73	25	19	31	17	18
3655	36	91	62	70	75	55	47
11069	0	5	9	8	4	6	1
51776	1	16	7	17	13	8	10
23676	0	0	0	2	0	0	0
2271	1	7	9	7	7	8	1
7018	0	0	1	4	1	0	1
55573	11	33	33	61	49	34	94
51168	15	26	16	10	27	15	17
350	0	1	0	2	1	0	0
22861	25	73	27	77	52	67	51
83394	5	1	11	74	10	15	48
9552	4	18	5	23	9	10	11
79776	2	8	7	14	12	7	4
57084	0	0	0	0	0	0	1
1357	0	0	0	1	2	2	2
2099	153	374	201	202	263	365	93
26575	62	186	184	94	149	136	35
285	179	288	217	187	192	161	66
4345	283	288	408	308	387	436	114
1215	10	15	24	5	34	26	15
5720	7	31	16	18	23	35	20
55012	49	194	97	67	125	119	25
4625	0	0	0	1	0	0	0
1053	0	0	0	0	0	0	0
23428	32	137	103	239	85	196	131
55644	4	7	5	18	1	4	8
51310	3	4	13	24	8	5	13
55072	17	38	8	42	16	19	38
23256	0	9	15	28	21	17	3
57096	0	2	0	5	2	4	1
11198	9	14	26	31	26	13	14
9878	90	230	98	96	122	110	59
8487	22	54	35	32	42	39	27
7051	2	14	2	4	0	3	2
26277	158	344	204	210	225	267	146
1618	0	0	0	0	0	0	0
90665	0	0	0	0	0	0	0
57556	129	257	230	245	169	239	133
7301	2	16	5	5	8	5	25
79968	0	2	1	0	0	0	0
8773	37	70	55	56	68	63	30
26227	7	2	10	10	15	12	15
1299	6	7	5	20	19	20	24
26523	7	17	21	53	39	40	16
27285	0	1	2	1	1	0	0
63967	0	0	0	2	0	0	0
1808	5	38	21	60	50	28	34
7042	0	2	0	9	6	3	2
55105	3	15	7	7	11	4	3
10762	21	48	32	50	27	34	24
1312	37	79	71	131	73	54	71
51816	29	41	45	27	27	41	29
55350	0	0	0	0	0	0	0
55862	20	54	36	26	55	50	24
9209	11	59	33	60	48	57	38
9942	4	9	24	29	23	17	2
10013	23	35	53	90	57	46	27
2568	6	36	11	7	19	21	5
990	0	0	0	0	0	0	2
8697	0	1	3	11	5	9	2
8086	3	9	11	18	12	5	13
23468	12	24	42	85	53	37	34
2327	1	15	12	6	8	26	13
4436	1	4	4	13	0	6	4
1725	2	10	5	8	8	15	3
29911	188	356	203	264	114	279	177
372	7	13	23	32	17	23	9
54566	4	3	2	21	3	5	12
55151	0	1	8	4	7	4	0
5711	28	27	45	40	33	24	9
5742	4	2	1	6	0	1	2
23511	96	173	147	177	110	101	106
1384	8	15	19	37	16	28	20
54187	20	99	71	70	72	77	39
55357	2	1	0	3	2	0	4
25861	1	4	5	12	10	9	18
5146	45	52	36	28	70	51	16
55280	18	7	22	12	22	31	12
57715	89	210	175	286	191	213	131
9044	11	40	22	20	33	18	9
64376	9	28	15	28	14	22	25
29760	9	22	26	61	26	19	22
7093	0	1	0	0	0	0	0
1592	0	0	0	0	0	0	0
56165	0	1	0	2	0	1	1
10580	2	35	21	21	26	22	9
55118	0	1	0	1	1	1	3
25805	0	2	1	5	4	1	10
3589	0	0	0	9	0	0	0
53904	0	0	0	0	0	0	0
51322	34	60	35	149	62	55	165
1390	4	4	7	9	2	6	9
10101	3	13	6	16	13	9	17
23430	0	0	0	0	1	0	1
3096	6	13	4	11	15	21	20
54209	0	3	0	3	0	0	0
10321	0	0	1	0	0	0	0
2289	14	25	33	4	27	43	129
6732	5	7	24	17	7	12	9
55168	0	7	3	6	5	5	7
5225	0	0	2	1	2	0	0
28978	0	0	0	0	0	0	1
114327	63	237	82	116	146	105	51
9436	0	1	0	0	0	0	0
3326	50	115	97	268	106	141	149
4295	0	0	1	0	3	0	0
988	3	12	10	15	11	10	16
3710	88	109	82	111	79	69	89
7738	0	4	5	1	3	7	1
23411	7	21	13	6	15	4	35
80173	10	85	49	47	39	63	43
3717	4	4	3	11	8	14	11
3594	1	13	1	3	7	1	8
25	11	30	35	63	42	31	62
11332	4	14	6	9	26	11	9
51100	3	9	18	38	14	21	9
8317	0	1	0	4	1	0	2
5125	4	14	16	29	26	20	11
6319	3	8	4	13	11	12	3
11018	47	57	61	66	47	49	47
3983	9	15	68	103	58	64	79
79956	150	362	220	200	237	279	115
8829	12	81	66	90	74	55	43
54873	9	8	15	20	3	13	1
23555	2	0	4	10	2	0	10
55506	82	127	109	100	92	83	39
23031	17	23	19	59	30	25	51
7593	60	152	113	197	101	111	100
79629	3	3	3	5	11	7	6
4650	14	36	43	85	41	45	37
5714	3	5	14	16	19	16	7
9274	20	40	18	65	33	24	41
4113	0	0	0	0	0	0	1
1943	0	0	0	0	0	1	0
1153	22	51	60	105	70	75	128
513	18	7	20	28	21	28	59
83259	0	0	0	0	0	0	2
266	1	0	0	0	0	0	0
5616	2	0	0	0	0	0	0
3483	4	16	4	18	8	7	13
51257	0	1	3	6	11	8	7
4713	14	5	3	19	18	8	24
26517	1	4	8	5	6	4	15
997	4	5	3	5	9	8	19
4507	0	0	5	6	7	3	4
5434	19	65	33	47	48	42	39
5442	6	14	15	37	21	25	26
610	1	0	2	6	1	4	9
8045	10	16	16	16	8	9	47
4616	11	14	15	22	18	44	53
5064	25	46	67	107	89	51	79
8174	2	9	3	14	3	5	10
51214	4	3	0	3	1	0	0
2872	7	18	37	68	44	36	129
421	8	28	17	51	26	23	31
84861	2	4	7	24	8	9	13
3053	52	98	58	80	66	75	42
9342	2	8	4	19	4	3	9
1399	3	20	29	22	18	11	16
8216	10	16	18	44	20	20	11
4320	12	41	34	35	17	31	26
6598	19	92	25	27	37	27	61
6545	0	1	0	0	0	1	0
23786	8	24	25	24	23	31	18
23523	12	57	44	115	49	58	74
10291	10	24	37	46	45	49	61
23541	125	336	221	239	242	309	155
266629	0	0	0	0	0	0	0
23759	86	153	114	208	135	148	104
51733	5	48	38	48	34	52	50
29799	107	247	221	255	193	160	144
6634	2	1	11	32	9	12	4
23481	0	6	16	32	18	17	17
5594	2	11	23	31	12	15	17
2678	0	0	2	2	2	2	6
5625	0	0	0	0	0	0	0
9647	17	20	21	48	27	18	37
8940	2	7	13	15	2	15	7
1417	0	0	0	0	0	0	1
8220	1	3	7	7	4	4	17
4242	0	0	0	2	0	1	1
29775	1	12	15	25	16	18	55
6576	9	25	21	25	37	16	45
157	1	3	2	13	5	5	8
